日期,类型,城市名,id,AQI,PM2.5,PM10,SO2,NO2,CO,O3,等级,排名
10月14日,1,吉安,4,62,41,75,19,20,1.07,67,良,330
10月14日,1,上饶,5,57,36,63,16,25,0.62,56,良,306
10月14日,1,抚州,6,58,38,62,5,13,0.71,69,良,313
10月14日,1,九江,7,59,37,56,8,19,0.42,75,良,319
10月14日,1,景德镇,8,52,31,55,6,14,0.74,55,良,265
10月14日,1,萍乡,9,49,27,53,14,23,1.34,51,优,247
10月14日,1,新余,10,58,38,65,14,15,0.63,75,良,315
10月14日,1,鹰潭,11,64,46,47,17,20,0.63,65,良,335
10月15日,1,南昌,1,61,24,71,7,23,0.47,61,良,339
10月15日,1,赣州,2,44,29,44,6,15,0.97,67,优,233
10月15日,1,宜春,3,31,12,31,5,12,0.37,49,优,93
10月15日,1,吉安,4,56,28,63,14,20,0.75,57,良,312
10月15日,1,上饶,5,46,21,48,21,15,0.4,77,优,254
10月15日,1,抚州,6,47,24,48,5,10,0.56,72,优,266
10月15日,1,九江,7,43,22,42,7,14,0.43,75,优,219
10月15日,1,景德镇,8,37,18,37,6,11,0.53,67,优,154
10月15日,1,萍乡,9,52,25,55,13,19,1.22,66,良,295
10月15日,1,新余,10,54,27,57,12,16,0.38,57,良,305
10月15日,1,鹰潭,11,42,23,41,18,18,0.39,88,优,209
10月16日,1,南昌,1,56,24,61,9,32,0.52,66,良,265
10月16日,1,赣州,2,49,29,50,10,15,0.96,87,优,219
10月16日,1,宜春,3,32,14,31,5,16,0.39,41,优,77
10月16日,1,吉安,4,56,25,63,20,22,0.73,71,良,269
10月16日,1,上饶,5,53,23,56,46,22,0.35,81,良,254
10月16日,1,抚州,6,51,24,53,8,14,0.51,89,良,238
10月16日,1,九江,7,51,29,49,9,24,0.46,67,良,242
10月16日,1,景德镇,8,47,21,49,8,16,0.48,73,优,204
10月16日,1,萍乡,9,53,26,57,20,23,0.77,59,良,252
10月16日,1,新余,10,51,24,53,17,17,0.38,69,良,237
10月16日,1,鹰潭,11,56,31,58,22,21,0.48,92,良,264
10月17日,1,南昌,1,52,27,56,7,24,0.51,83,良,200
10月17日,1,赣州,2,51,29,53,13,15,0.97,106,良,192
10月17日,1,宜春,3,35,17,36,5,21,0.44,38,优,79
10月17日,1,吉安,4,55,26,61,20,21,0.69,72,良,234
10月17日,1,上饶,5,57,30,65,42,24,0.41,84,良,240
10月17日,1,抚州,6,51,26,53,6,15,0.59,85,良,190
10月17日,1,九江,7,62,41,50,8,24,0.51,66,良,256
10月17日,1,景德镇,8,49,23,51,9,16,0.56,82,优,175
10月17日,1,萍乡,9,48,29,50,9,22,0.85,31,优,167
10月17日,1,新余,10,47,24,47,17,16,0.42,55,优,156
10月17日,1,鹰潭,11,55,34,59,18,21,0.56,87,良,228
10月18日,1,南昌,1,59,35,69,9,25,0.62,110,良,233
10月18日,1,赣州,2,49,29,49,15,16,1.01,106,优,149
10月18日,1,宜春,3,44,20,49,10,18,0.69,45,优,111
10月18日,1,吉安,4,50,27,53,17,20,0.83,74,优,155
10月18日,1,上饶,5,63,37,75,33,26,0.56,83,良,253
10月18日,1,抚州,6,53,31,57,6,15,0.66,117,良,182
10月18日,1,九江,7,71,50,64,11,34,0.71,81,良,278
10月18日,1,景德镇,8,51,27,54,9,19,0.6,84,良,171
10月18日,1,萍乡,9,67,47,73,11,30,1.12,44,良,267
10月18日,1,新余,10,50,31,52,9,19,0.68,64,优,162
10月18日,1,鹰潭,11,64,45,62,16,23,0.58,104,良,260
10月19日,1,南昌,1,65,39,79,11,40,0.73,95,良,210
10月19日,1,赣州,2,54,34,54,18,18,1.09,127,良,132
10月19日,1,宜春,3,42,16,43,6,27,0.55,40,优,63
10月19日,1,吉安,4,63,40,75,30,24,0.88,109,良,190
10月19日,1,上饶,5,59,34,67,55,25,0.54,90,良,169
10月19日,1,抚州,6,59,37,65,9,21,0.67,109,良,167
10月19日,1,九江,7,67,45,69,11,46,0.74,81,良,219
10月19日,1,景德镇,8,52,28,57,11,27,0.57,59,良,116
10月19日,1,萍乡,9,68,42,82,17,41,1.68,61,良,226
10月19日,1,新余,10,62,40,74,20,29,0.74,85,良,187
10月19日,1,鹰潭,11,65,42,64,23,32,0.6,91,良,205
10月20日,1,南昌,1,71,40,91,12,57,0.76,77,良,209
10月20日,1,赣州,2,58,36,65,19,32,1.13,95,良,120
10月20日,1,宜春,3,51,27,57,15,20,0.94,63,良,84
10月20日,1,吉安,4,67,42,83,27,31,0.82,101,良,181
10月20日,1,上饶,5,65,39,79,62,31,0.58,91,良,164
10月20日,1,抚州,6,61,38,66,9,26,0.65,98,良,136
10月20日,1,九江,7,71,47,83,14,54,0.76,69,良,213
10月20日,1,景德镇,8,56,27,64,12,29,0.65,59,良,109
10月20日,1,萍乡,9,75,46,98,24,51,1.45,74,良,229
10月20日,1,新余,10,68,43,86,23,36,0.68,74,良,190
10月20日,1,鹰潭,11,76,49,76,45,38,0.67,95,良,234
10月21日,1,南昌,1,78,41,106,10,63,0.75,69,良,266
10月21日,1,赣州,2,66,38,78,22,47,1.21,74,良,187
10月21日,1,宜春,3,36,11,39,5,9,0.4,50,优,53
10月21日,1,吉安,4,68,41,85,24,36,0.79,85,良,208
10月21日,1,上饶,5,63,37,76,60,34,0.55,82,良,166
10月21日,1,抚州,6,63,38,72,13,26,0.65,101,良,170
10月21日,1,九江,7,71,48,86,13,54,0.58,77,良,225
10月21日,1,景德镇,8,59,31,69,15,33,0.7,59,良,145
10月21日,1,萍乡,9,72,41,94,26,48,1.45,74,良,231
10月21日,1,新余,10,67,40,85,32,38,0.85,64,良,194
10月21日,1,鹰潭,11,70,43,74,42,35,0.66,100,良,220
10月22日,1,南昌,1,76,46,102,14,34,0.79,100,良,243
10月22日,1,赣州,2,76,36,83,22,51,1.25,84,良,245
10月22日,1,宜春,3,37,13,38,5,19,0.48,38,优,73
10月22日,1,吉安,4,68,41,87,25,31,0.71,87,良,211
10月22日,1,上饶,5,64,38,77,35,25,0.58,106,良,185
10月22日,1,抚州,6,62,36,71,10,29,0.63,93,良,180
10月22日,1,九江,7,78,56,77,15,28,0.57,100,良,252
10月22日,1,景德镇,8,60,35,71,12,25,0.63,74,良,166
10月22日,1,萍乡,9,77,50,101,38,44,1.51,76,良,248
10月22日,1,新余,10,69,42,88,33,33,0.63,77,良,214
10月22日,1,鹰潭,11,67,41,67,28,26,0.61,116,良,203
10月23日,1,南昌,1,67,44,83,9,32,0.79,73,良,222
10月23日,1,赣州,2,72,50,84,19,30,1.23,82,良,230
10月23日,1,宜春,3,35,16,35,10,17,0.61,42,优,65
10月23日,1,吉安,4,68,45,86,22,29,1.06,68,良,225
10月23日,1,上饶,5,58,35,67,31,24,0.51,102,良,175
10月23日,1,抚州,6,60,41,67,10,19,0.77,82,良,185
10月23日,1,九江,7,76,53,64,10,34,0.56,69,良,245
10月23日,1,景德镇,8,55,32,61,12,23,0.64,73,良,156
10月23日,1,萍乡,9,72,48,80,16,31,1.03,52,良,232
10月23日,1,新余,10,63,40,75,22,23,0.5,71,良,205
10月23日,1,鹰潭,11,74,53,69,20,24,0.66,107,良,240
10月24日,1,南昌,1,63,38,77,9,33,0.67,97,良,224
10月24日,1,赣州,2,73,53,78,16,25,1.14,61,良,262
10月24日,1,宜春,3,56,35,60,21,24,0.9,49,良,190
10月24日,1,吉安,4,77,53,102,26,26,1.07,86,良,275
10月24日,1,上饶,5,63,39,76,28,31,0.55,83,良,223
10月24日,1,抚州,6,67,46,77,13,24,0.73,92,良,237
10月24日,1,九江,7,63,41,65,10,39,0.52,82,良,225
10月24日,1,景德镇,8,56,31,64,12,24,0.65,65,良,185
10月24日,1,萍乡,9,74,50,93,25,32,1.29,62,良,263
10月24日,1,新余,10,69,46,86,28,25,0.57,83,良,245
10月24日,1,鹰潭,11,76,51,69,15,28,0.65,96,良,271
10月25日,1,南昌,1,84,59,107,11,39,1.01,89,良,339
10月25日,1,赣州,2,79,57,92,22,27,0.99,75,良,325
10月25日,1,宜春,3,42,20,46,10,15,0.64,35,优,164
10月25日,1,吉安,4,76,53,94,26,29,0.96,74,良,315
10月25日,1,上饶,5,68,44,85,23,31,0.64,87,良,296
10月25日,1,抚州,6,65,44,76,7,19,0.74,84,良,288
10月25日,1,九江,7,100,75,92,13,36,0.7,67,良,357
10月25日,1,景德镇,8,59,35,68,11,24,0.65,60,良,262
10月25日,1,萍乡,9,60,42,69,16,25,1.18,64,良,266
10月25日,1,新余,10,63,41,76,27,20,0.55,84,良,279
10月25日,1,鹰潭,11,80,58,80,18,33,0.69,73,良,330
10月26日,1,南昌,1,85,62,97,5,33,0.77,28,良,356
10月26日,1,赣州,2,30,19,28,6,16,0.85,68,优,94
10月26日,1,宜春,3,26,10,26,5,11,0.34,36,优,74
10月26日,1,吉安,4,57,39,60,12,21,0.95,49,良,249
10月26日,1,上饶,5,56,38,59,6,20,0.67,66,良,243
10月26日,1,抚州,6,57,39,61,5,20,0.73,42,良,250
10月26日,1,九江,7,83,61,62,8,27,0.52,29,良,355
10月26日,1,景德镇,8,45,29,43,7,18,0.77,34,优,173
10月26日,1,萍乡,9,39,26,37,10,22,0.83,56,优,139
10月26日,1,新余,10,57,38,64,11,17,0.73,49,良,255
10月26日,1,鹰潭,11,74,54,36,5,20,0.6,57,良,342
10月27日,1,南昌,1,85,63,94,8,42,0.75,23,良,331
10月27日,1,赣州,2,39,27,37,4,18,0.96,47,优,108
10月27日,1,宜春,3,42,22,44,11,20,0.79,37,优,121
10月27日,1,吉安,4,58,41,64,14,26,0.97,26,良,204
10月27日,1,上饶,5,37,23,37,6,27,0.73,23,优,96
10月27日,1,抚州,6,58,41,64,6,27,0.92,23,良,208
10月27日,1,九江,7,82,61,63,14,38,0.59,20,良,321
10月27日,1,景德镇,8,35,22,34,8,20,0.85,12,优,86
10月27日,1,萍乡,9,37,25,33,14,31,1.48,4,优,98
10月27日,1,新余,10,64,46,72,19,25,0.63,27,良,235
10月27日,1,鹰潭,11,72,52,33,6,31,0.86,10,良,269
10月28日,1,南昌,1,73,52,81,9,41,0.77,28,良,214
10月28日,1,赣州,2,33,21,31,7,20,1.04,52,优,74
10月28日,1,宜春,3,54,34,58,18,22,0.98,44,良,157
10月28日,1,吉安,4,52,33,54,15,24,1.04,31,良,151
10月28日,1,上饶,5,40,27,43,11,29,0.8,10,优,105
10月28日,1,抚州,6,66,47,67,21,25,0.9,42,良,194
10月28日,1,九江,7,70,46,57,13,34,0.62,49,良,208
10月28日,1,景德镇,8,49,31,53,14,23,0.88,30,优,143
10月28日,1,萍乡,9,64,45,63,13,30,1.12,30,良,186
10月28日,1,新余,10,49,33,50,10,22,0.71,32,优,145
10月28日,1,鹰潭,11,109,82,50,6,28,0.88,34,轻度污染,282
10月29日,1,南昌,1,74,43,99,14,51,0.9,35,良,234
10月29日,1,赣州,2,44,27,45,13,17,0.93,65,优,134
10月29日,1,宜春,3,46,27,48,10,18,0.84,33,优,142
10月29日,1,吉安,4,59,32,69,12,34,0.92,38,良,182
10月29日,1,上饶,5,73,43,94,10,30,0.66,36,良,233
10月29日,1,抚州,6,58,36,71,5,22,0.84,46,良,179
10月29日,1,九江,7,83,44,116,16,41,0.65,55,良,256
10月29日,1,景德镇,8,86,49,122,17,28,0.92,29,良,267
10月29日,1,萍乡,9,68,37,87,12,38,1.36,39,良,209
10月29日,1,新余,10,63,35,76,24,28,0.92,47,良,202
10月29日,1,鹰潭,11,62,41,65,11,26,0.83,39,良,190
10月30日,1,南昌,1,118,61,187,12,58,0.93,47,轻度污染,281
10月30日,1,赣州,2,69,37,88,13,30,0.93,65,良,161
10月30日,1,宜春,3,29,16,28,11,16,0.75,30,优,24
10月30日,1,吉安,4,86,44,121,16,35,0.79,52,良,214
10月30日,1,上饶,5,97,49,143,17,36,0.45,44,良,237
10月30日,1,抚州,6,91,50,132,6,27,0.73,63,良,228
10月30日,1,九江,7,98,52,145,17,49,0.76,55,良,248
10月30日,1,景德镇,8,112,59,173,15,28,0.73,39,轻度污染,274
10月30日,1,萍乡,9,90,44,129,18,45,1.53,46,良,227
10月30日,1,新余,10,94,46,137,22,34,0.69,48,良,232
10月30日,1,鹰潭,11,97,50,142,25,27,0.7,52,良,242
10月31日,1,南昌,1,122,59,193,11,61,0.81,50,轻度污染,313
10月31日,1,南昌,1,122,59,193,11,61,0.81,50,轻度污染,313
10月31日,1,赣州,2,78,41,106,20,36,0.97,65,良,197
10月31日,1,赣州,2,78,41,106,20,36,0.97,65,良,197
10月31日,1,宜春,3,28,15,26,7,12,0.46,33,优,22
10月31日,1,宜春,3,28,15,26,7,12,0.46,33,优,22
10月31日,1,吉安,4,98,50,145,21,37,0.79,67,良,273
10月31日,1,吉安,4,98,50,145,21,37,0.79,67,良,273
10月31日,1,上饶,5,100,49,151,42,41,0.45,66,良,280
10月31日,1,上饶,5,100,49,151,42,41,0.45,66,良,280
10月31日,1,抚州,6,99,52,148,11,32,0.69,76,良,274
10月31日,1,抚州,6,99,52,148,11,32,0.69,76,良,274
10月31日,1,九江,7,104,58,159,15,59,0.74,59,轻度污染,286
10月31日,1,九江,7,104,58,159,15,59,0.74,59,轻度污染,286
10月31日,1,景德镇,8,91,46,133,13,32,0.67,39,良,248
10月31日,1,景德镇,8,91,46,133,13,32,0.67,39,良,248
10月31日,1,萍乡,9,99,55,148,28,47,1.48,61,良,275
10月31日,1,萍乡,9,99,55,148,28,47,1.48,61,良,275
10月31日,1,新余,10,97,49,144,26,41,0.68,48,良,267
10月31日,1,新余,10,97,49,144,26,41,0.68,48,良,267
10月31日,1,鹰潭,11,98,61,141,50,39,0.66,65,良,272
10月31日,1,鹰潭,11,98,61,141,50,39,0.66,65,良,272
