日期,类型,城市名,id,AQI,PM2.5,PM10,SO2,NO2,CO,O3,等级,排名
9月13日,1,赣州,2,56,39,58,15,15,1.08,73,良,301
9月13日,1,宜春,3,19,10,17,6,9,0.53,50,优,19
9月13日,1,吉安,4,70,48,83,17,17,0.77,116,良,347
9月13日,1,上饶,5,58,40,58,6,13,0.52,122,良,311
9月13日,1,抚州,6,70,50,70,8,10,0.75,119,良,350
9月13日,1,九江,7,72,47,67,10,17,0.71,127,良,354
9月13日,1,景德镇,8,50,33,53,6,9,0.69,77,优,267
9月13日,1,萍乡,9,58,33,64,27,22,1.29,100,良,309
9月13日,1,新余,10,66,47,79,16,16,0.85,113,良,339
9月13日,1,鹰潭,11,66,47,60,17,13,0.57,122,良,338
9月14日,1,南昌,1,59,39,65,8,12,0.9,135,良,332
9月14日,1,赣州,2,62,44,63,14,13,1.08,84,良,343
9月14日,1,宜春,3,16,7,13,4,6,0.19,36,优,8
9月14日,1,吉安,4,72,50,80,17,12,0.77,115,良,362
9月14日,1,上饶,5,53,32,52,5,12,0.49,123,良,305
9月14日,1,抚州,6,61,41,64,9,9,0.73,127,良,342
9月14日,1,九江,7,69,47,70,9,10,0.71,143,良,354
9月14日,1,景德镇,8,44,28,42,5,6,0.68,89,优,249
9月14日,1,萍乡,9,58,35,63,26,21,1.34,104,良,331
9月14日,1,新余,10,59,38,65,13,12,0.69,118,良,336
9月14日,1,鹰潭,11,63,39,53,21,12,0.5,127,良,346
9月15日,1,南昌,1,66,45,77,7,14,0.99,111,良,354
9月15日,1,赣州,2,62,42,66,15,13,1.13,116,良,343
9月15日,1,宜春,3,20,7,15,5,8,0.36,52,优,24
9月15日,1,吉安,4,60,38,69,13,13,0.83,133,良,333
9月15日,1,上饶,5,49,24,49,4,15,0.5,111,优,275
9月15日,1,抚州,6,62,42,68,6,9,0.79,125,良,345
9月15日,1,九江,7,76,55,69,8,12,0.74,99,良,363
9月15日,1,景德镇,8,50,32,52,5,10,0.74,92,优,288
9月15日,1,萍乡,9,62,29,63,12,18,1.59,109,良,342
9月15日,1,新余,10,59,39,67,9,10,0.64,120,良,327
9月15日,1,鹰潭,11,55,32,52,16,11,0.53,132,良,311
9月16日,1,南昌,1,57,31,63,8,16,0.8,109,良,314
9月16日,1,赣州,2,58,40,61,11,9,1.19,120,良,321
9月16日,1,宜春,3,18,7,16,4,7,0.23,38,优,18
9月16日,1,吉安,4,58,37,67,11,13,0.9,112,良,318
9月16日,1,上饶,5,54,34,55,7,15,0.7,103,良,297
9月16日,1,抚州,6,58,38,59,5,7,0.92,119,良,322
9月16日,1,九江,7,44,21,43,10,14,0.44,109,优,216
9月16日,1,景德镇,8,45,27,45,5,8,0.73,89,优,234
9月16日,1,萍乡,9,66,38,76,15,20,1.51,105,良,354
9月16日,1,新余,10,56,35,61,9,10,0.72,112,良,309
9月16日,1,鹰潭,11,62,45,55,23,14,0.77,112,良,345
9月17日,1,南昌,1,57,28,60,8,18,0.69,123,良,285
9月17日,1,赣州,2,53,35,56,11,9,1.18,131,良,249
9月17日,1,宜春,3,18,8,16,9,8,0.57,39,优,14
9月17日,1,吉安,4,56,31,61,15,15,0.77,129,良,275
9月17日,1,上饶,5,55,28,60,7,16,0.52,138,良,270
9月17日,1,抚州,6,54,29,53,6,9,0.72,137,良,261
9月17日,1,九江,7,68,43,63,12,16,0.67,133,良,338
9月17日,1,景德镇,8,43,22,43,6,9,0.63,105,优,168
9月17日,1,萍乡,9,60,38,70,16,18,1.3,99,良,303
9月17日,1,新余,10,55,30,59,11,12,0.6,120,良,266
9月17日,1,鹰潭,11,61,30,54,17,15,0.65,148,良,308
9月18日,1,南昌,1,66,33,82,8,17,0.69,118,良,337
9月18日,1,赣州,2,56,36,61,11,10,1.15,148,良,277
9月18日,1,宜春,3,14,5,13,4,4,0.21,37,优,7
9月18日,1,吉安,4,61,36,70,15,15,0.85,141,良,310
9月18日,1,上饶,5,55,26,60,4,14,0.48,123,良,272
9月18日,1,抚州,6,57,32,63,5,9,0.73,137,良,286
9月18日,1,九江,7,62,34,65,10,17,0.53,115,良,315
9月18日,1,景德镇,8,49,23,52,6,12,0.57,103,优,235
9月18日,1,萍乡,9,63,39,76,13,19,1.13,90,良,321
9月18日,1,新余,10,57,32,65,9,11,0.56,127,良,281
9月18日,1,鹰潭,11,56,35,55,30,18,0.57,119,良,279
9月19日,1,南昌,1,57,26,64,8,20,0.54,112,良,294
9月19日,1,赣州,2,56,25,52,11,12,1,147,良,286
9月19日,1,宜春,3,16,6,14,4,6,0.25,37,优,5
9月19日,1,吉安,4,55,22,57,17,16,0.68,132,良,275
9月19日,1,上饶,5,50,20,51,7,18,0.43,108,优,247
9月19日,1,抚州,6,49,19,49,8,12,0.57,125,优,227
9月19日,1,九江,7,54,26,56,10,17,0.42,111,良,269
9月19日,1,景德镇,8,48,19,51,8,18,0.52,82,优,221
9月19日,1,萍乡,9,68,40,77,16,22,1.18,93,良,343
9月19日,1,新余,10,51,21,52,12,13,0.4,127,良,257
9月19日,1,鹰潭,11,53,26,55,57,27,0.53,104,良,266
9月20日,1,南昌,1,54,19,59,7,21,0.45,113,良,245
9月20日,1,赣州,2,55,21,51,12,14,1.05,147,良,248
9月20日,1,宜春,3,19,10,17,6,12,0.47,34,优,5
9月20日,1,吉安,4,62,20,62,17,21,0.67,135,良,303
9月20日,1,上饶,5,54,23,55,6,14,0.45,129,良,243
9月20日,1,抚州,6,50,20,48,6,10,0.58,132,优,216
9月20日,1,九江,7,49,17,48,10,18,0.46,117,优,208
9月20日,1,景德镇,8,41,17,39,6,12,0.44,99,优,140
9月20日,1,萍乡,9,68,32,71,14,23,0.99,126,良,328
9月20日,1,新余,10,49,18,47,13,13,0.38,121,优,201
9月20日,1,鹰潭,11,54,26,54,22,22,0.39,125,良,239
9月21日,1,南昌,1,55,14,61,6,19,0.4,99,良,269
9月21日,1,赣州,2,48,20,48,11,13,1.06,139,优,202
9月21日,1,宜春,3,15,6,13,4,6,0.28,38,优,5
9月21日,1,吉安,4,53,18,57,17,17,0.59,121,良,261
9月21日,1,上饶,5,49,21,51,10,20,0.35,95,优,214
9月21日,1,抚州,6,45,18,45,5,10,0.59,116,优,177
9月21日,1,九江,7,43,16,42,8,15,0.39,107,优,159
9月21日,1,景德镇,8,41,15,41,7,12,0.46,96,优,143
9月21日,1,萍乡,9,53,22,56,14,21,0.84,113,良,257
9月21日,1,新余,10,45,17,45,11,11,0.36,103,优,179
9月21日,1,鹰潭,11,43,20,43,13,17,0.3,108,优,162
9月22日,1,南昌,1,57,17,64,6,22,0.42,102,良,274
9月22日,1,赣州,2,45,18,43,11,13,1.02,121,优,156
9月22日,1,宜春,3,19,8,16,5,12,0.4,30,优,5
9月22日,1,吉安,4,53,17,56,15,16,0.57,116,良,243
9月22日,1,上饶,5,45,19,47,7,21,0.32,81,优,153
9月22日,1,抚州,6,43,19,42,5,10,0.53,117,优,140
9月22日,1,九江,7,53,22,56,9,34,0.53,92,良,234
9月22日,1,景德镇,8,46,18,49,13,22,0.48,72,优,174
9月22日,1,萍乡,9,55,22,61,22,28,0.87,88,良,254
9月22日,1,新余,10,47,17,47,9,13,0.41,101,优,183
9月22日,1,鹰潭,11,42,21,41,11,17,0.31,102,优,125
9月23日,1,南昌,1,58,20,65,9,38,0.52,94,良,245
9月23日,1,赣州,2,47,21,45,15,19,0.98,112,优,121
9月23日,1,宜春,3,20,8,16,5,9,0.61,43,优,5
9月23日,1,吉安,4,62,25,69,26,26,0.71,111,良,283
9月23日,1,上饶,5,61,28,71,26,27,0.55,77,良,269
9月23日,1,抚州,6,57,25,57,13,18,0.61,114,良,230
9月23日,1,九江,7,62,26,68,15,40,0.53,91,良,280
9月23日,1,景德镇,8,60,25,71,14,29,0.58,71,良,263
9月23日,1,萍乡,9,61,25,69,22,33,0.88,85,良,267
9月23日,1,新余,10,55,23,59,18,22,0.53,89,良,215
9月23日,1,鹰潭,11,54,27,57,15,30,0.36,86,良,193
9月24日,1,南昌,1,54,18,58,10,30,0.53,108,良,155
9月24日,1,赣州,2,61,30,63,18,26,1.03,112,良,215
9月24日,1,宜春,3,18,8,14,4,8,0.25,40,优,5
9月24日,1,吉安,4,68,33,80,25,26,0.74,116,良,269
9月24日,1,上饶,5,59,29,68,24,29,0.59,93,良,191
9月24日,1,抚州,6,59,29,62,11,21,0.64,107,良,196
9月24日,1,九江,7,55,21,56,11,32,0.43,101,良,162
9月24日,1,景德镇,8,51,22,54,14,26,0.53,77,良,136
9月24日,1,萍乡,9,70,30,79,27,43,1.73,89,良,281
9月24日,1,新余,10,57,28,63,19,23,0.66,93,良,179
9月24日,1,鹰潭,11,65,34,64,17,30,0.49,110,良,246
9月25日,1,南昌,1,59,27,67,11,30,0.71,128,良,180
9月25日,1,赣州,2,59,31,62,19,25,0.99,114,良,175
9月25日,1,宜春,3,21,9,19,6,12,0.42,32,优,4
9月25日,1,吉安,4,72,34,78,28,26,0.75,125,良,267
9月25日,1,上饶,5,71,34,71,24,28,0.64,116,良,255
9月25日,1,抚州,6,66,32,62,12,22,0.65,120,良,219
9月25日,1,九江,7,71,38,77,13,44,0.69,109,良,259
9月25日,1,景德镇,8,57,28,63,13,29,0.61,73,良,162
9月25日,1,萍乡,9,68,32,80,29,41,1.25,92,良,239
9月25日,1,新余,10,57,28,62,19,24,0.65,99,良,166
9月25日,1,鹰潭,11,73,39,65,23,30,0.58,113,良,270
9月26日,1,南昌,1,67,36,81,15,35,0.87,123,良,248
9月26日,1,赣州,2,77,38,69,30,27,1.12,131,良,310
9月26日,1,宜春,3,23,13,21,10,13,0.66,34,优,9
9月26日,1,吉安,4,77,41,91,31,28,0.82,132,良,312
9月26日,1,上饶,5,73,40,82,23,31,0.72,117,良,284
9月26日,1,抚州,6,71,43,76,17,24,0.78,121,良,271
9月26日,1,九江,7,71,47,89,16,46,0.68,93,良,269
9月26日,1,景德镇,8,65,37,79,13,32,0.79,78,良,228
9月26日,1,萍乡,9,78,42,96,27,42,1.25,102,良,316
9月26日,1,新余,10,67,41,84,28,32,0.83,99,良,243
9月26日,1,鹰潭,11,79,49,76,32,31,0.67,116,良,323
9月27日,1,南昌,1,68,42,85,12,32,0.9,123,良,249
9月27日,1,赣州,2,69,40,68,17,19,1.16,152,良,256
9月27日,1,宜春,3,34,20,33,14,17,1.1,60,优,28
9月27日,1,吉安,4,74,44,89,25,27,0.83,127,良,292
9月27日,1,上饶,5,83,44,91,15,36,0.76,129,良,343
9月27日,1,抚州,6,73,43,81,15,21,0.79,127,良,283
9月27日,1,九江,7,83,57,81,12,33,0.68,114,良,338
9月27日,1,景德镇,8,73,45,78,14,25,0.9,108,良,285
9月27日,1,萍乡,9,74,44,93,27,43,1.25,91,良,297
9月27日,1,新余,10,63,40,77,21,32,0.74,85,良,218
9月27日,1,鹰潭,11,92,59,86,21,35,0.6,121,良,360
9月28日,1,南昌,1,79,52,93,10,38,0.89,133,良,268
9月28日,1,赣州,2,63,37,66,21,29,1.13,116,良,176
9月28日,1,宜春,3,36,17,32,9,11,0.64,92,优,28
9月28日,1,吉安,4,73,39,83,25,28,0.76,123,良,234
9月28日,1,上饶,5,83,49,87,10,32,0.73,137,良,291
9月28日,1,抚州,6,80,51,83,15,20,0.91,141,良,275
9月28日,1,九江,7,88,56,74,11,34,0.6,130,良,306
9月28日,1,景德镇,8,77,51,89,13,28,0.9,99,良,260
9月28日,1,萍乡,9,74,36,84,27,40,1.58,99,良,244
9月28日,1,新余,10,77,44,87,22,31,0.81,105,良,257
9月28日,1,鹰潭,11,97,64,89,19,33,0.58,128,良,329
9月29日,1,南昌,1,70,41,81,9,41,0.78,126,良,216
9月29日,1,赣州,2,73,42,73,25,27,1.25,125,良,227
9月29日,1,宜春,3,25,13,20,4,8,0.33,62,优,19
9月29日,1,吉安,4,85,49,99,22,31,0.83,134,良,292
9月29日,1,上饶,5,87,52,93,15,30,0.7,142,良,306
9月29日,1,抚州,6,83,55,86,14,17,0.85,140,良,281
9月29日,1,九江,7,82,49,75,12,31,0.51,145,良,274
9月29日,1,景德镇,8,61,38,73,14,29,0.74,73,良,168
9月29日,1,萍乡,9,80,37,84,25,38,1.31,115,良,263
9月29日,1,新余,10,81,49,93,21,31,0.84,109,良,267
9月29日,1,鹰潭,11,110,70,93,21,33,0.59,134,轻度污染,361
9月30日,1,南昌,1,71,40,78,12,30,0.72,144,良,224
9月30日,1,赣州,2,82,51,82,23,25,1.34,136,良,300
9月30日,1,宜春,3,20,12,19,9,15,0.64,37,优,5
9月30日,1,吉安,4,81,46,90,25,25,0.79,141,良,281
9月30日,1,上饶,5,78,48,85,8,24,0.63,160,良,265
9月30日,1,抚州,6,72,43,74,9,18,0.76,141,良,231
9月30日,1,九江,7,85,50,74,12,23,0.47,148,良,319
9月30日,1,景德镇,8,58,35,67,12,26,0.7,83,良,137
9月30日,1,萍乡,9,74,36,78,28,36,1.27,114,良,241
9月30日,1,新余,10,71,42,81,20,28,0.82,108,良,222
9月30日,1,鹰潭,11,95,60,80,21,24,0.53,155,良,343
